492,8
286,9
1208,7
322,1
96,6
977,0
707,4
1701,3
774,3
1474,7
266,1
1506,2
1515,8
1713,9
7,5
408,0
913,6
754,4
270,1
1932,3
1837,4
1390,2
1311,5
1435,6
548,7
18,0
762,9
48,8
1557,6
1371,1
765,7
787,9
1342,0
1773,2
1104,5
182,8
283,4
1354,3
1528,5
1131,6
139,9
1553,4
1806,7
1556,0
1493,2
694,1
571,8
407,3
1676,6
1295,0
1107,7
272,1
1026,8
199,5
1257,9
933,4
1931,3
1217,2
291,8
1178,7
793,9
924,6
1767,5
328,0
674,1
1968,3
1648,4
1016,2
1140,5
192,6
287,9
1704,0
525,8
1971,3
1357,1
1621,7
899,4
1119,2
870,6
1470,8
753,0
401,4
727,1
1320,5
1998,3
844,7
1575,9
140,2
936,4
1097,8
314,6
1427,9
1335,7
188,5
587,0
1759,1
1757,3
1338,2
1911,4
1983,3
1751,1
472,6
1729,0
1708,5
420,8
534,9
1256,7
1620,2
664,9
1014,8
986,7
251,0
1797,4
489,5
1697,3
1794,1
992,6
74,2
737,1
1712,7
80,0
838,5
757,8
373,4
1510,6
284,9
1041,3
1717,2
419,8
1865,7
1605,5
175,9
317,0
602,1
1590,6
1840,4
312,3
627,2
1121,0
236,5
738,9
65,1
1951,3
654,7
944,8
1540,4
1413,6
1649,2
13,4
709,0
1301,8
1548,7
1378,5
1123,6
1421,9
43,1
874,3
971,2
1280,5
388,8
165,7
824,6
1240,1
1928,3
396,9
394,4
1359,0
1255,2
357,9
766,1
313,8
1532,4
1809,3
1003,0
1699,7
1862,2
264,6
1261,5
1810,5
1690,7
601,3
1410,8
1496,4
374,9
1060,1
1088,6
1917,0
655,2
795,9
127,1
1374,5
320,0
788,8
444,4
687,7
93,6
1376,3
1520,2
1224,8
1792,6
949,9
918,7
1682,3
991,1
1135,5
92,0
1176,4
950,2
505,9
466,7
802,8
85,6
126,0
930,3
289,5
457,1
436,4
1120,2
173,4
927,7
22,5
1652,6
2,1
1102,0
1108,9
47,8
123,3
1019,2
760,3
341,4
1696,7
1266,1
815,5
1667,8
551,9
768,0
244,6
958,2
1634,6
1486,5
1507,9
299,8
487,0
1571,7
15,1
351,3
1907,2
786,4
1986,3
1365,9
290,8
212,5
342,1
1876,0
129,7
1469,6
783,4
293,2
104,6
170,4
1446,5
27,7
1922,3
804,9
1702,0
1171,1
1228,8
758,2
363,7
1770,5
1785,3
1445,1
1900,0
952,8
1893,9
275,4
1655,6
770,2
1836,5
1245,3
1795,1
717,7
1324,0
1894,4
1851,9
243,8
1870,6
1227,2
202,6
203,9
515,8
39,1
520,0
1897,3
1188,4
1868,5
1645,7
262,2
751,4
1116,9
608,0
1945,3
891,8
338,1
343,5
111,7
1155,6
335,2
1550,3
803,9
903,7
315,1
278,0
95,6
586,5
600,4
1323,8
516,2
929,5
258,4
1513,1
479,9
680,8
969,3
368,7
1313,6
1020,0
62,2
55,6
1129,1
421,0
1739,3
724,7
353,9
1950,5
356,8
1424,4
185,2
1958,3
698,7
249,9
82,6
1854,1
1744,5
308,8
1480,0
994,4
1426,2
673,6
458,5
556,8
775,7
380,9
1695,0
1574,1
34,4
300,3
1653,2
273,9
1079,7
1847,4
1160,0
799,6
1572,5
1349,8
1319,1
1860,3
1195,2
247,8
1152,6
1198,7
1432,4
1035,0
469,9
397,5
1021,1
1247,3
504,2
748,7
649,1
1455,8
882,6
508,5
1735,3
1388,9
1414,0
1285,4
1431,2
625,1
521,8
379,9
471,5
603,7
1908,0
44,3
1982,4
1577,2
993,6
668,4
1310,6
1353,8
677,1
109,9
1080,0
699,7
1820,5
1211,3
1789,2
1617,6
1750,5
832,3
823,7
1317,1
839,0
670,9
1989,4
1428,8
1039,2
1491,3
791,1
1554,0
1137,5
1403,6
292,4
405,9
331,8
554,7
1459,2
1570,3
10,9
1793,1
937,7
1654,6
1380,5
1964,0
1344,4
987,8
340,2
409,9
980,6
946,7
1249,5
1481,4
1693,8
5,0
1944,3
1463,1
1048,2
1748,8
807,6
867,1
1852,3
428,7
1568,4
1512,9
1892,5
1053,0
1656,2
719,4
858,0
1975,3
46,5
1552,1
761,7
1586,9
378,8
513,6
1855,2
747,6
972,4
1599,3
1822,0
267,9
1250,5
881,8
1668,7
1866,1
1190,2
1551,8
531,7
1736,4
1828,6
42,9
440,0
1833,5
152,1
87,3
884,2
584,4
463,5
179,9
1665,0
1790,8
624,7
298,6
1439,1
561,3
1679,2
196,9
369,4
1142,1
635,0
332,8
800,5
194,6
1834,7
1122,3
1935,2
1209,7
1874,6
743,3
1233,9
1302,5
415,1
221,8
641,0
1182,4
1859,2
1791,3
393,0
1169,6
1366,9
1259,1
1494,8
563,7
646,5
1352,4
1635,2
1960,3
1468,9
1054,8
1356,4
560,0
1583,5
1077,7
453,1
1670,6
1419,2
167,9
330,5
681,7
828,6
555,8
1309,3
124,0
1760,4
629,1
1734,2
128,0
1723,8
740,6
226,5
352,9
1882,7
1024,1
12,4
1290,3
889,2
447,1
333,8
527,6
1633,9
1484,7
142,4
1420,0
195,3
1037,5
1819,2
1582,3
888,1
974,0
780,7
1101,5
1887,4
1864,8
1863,9
462,6
1627,2
1636,4
1579,2
88,6
1246,8
1485,7
451,9
1644,1
323,5
1204,0
63,3
856,9
112,1
149,0
1307,3
84,5
1287,4
1434,6
1529,7
1448,8
248,2
1509,1
632,9
6,5
1598,7
718,6
58,8
675,0
1685,4
89,3
1754,2
1981,3
1362,8
78,6
566,9
1402,7
1461,5
1005,0
1639,4
537,1
1158,2
1629,9
706,6
279,7
883,8
544,4
158,0
1642,5
651,1
1401,3
494,2
1524,3
1518,7
1885,1
626,9
1706,0
604,4
1032,6
1409,5
67,8
1166,2
49,5
837,8
589,9
1560,7
1814,0
1404,1
1883,3
1270,4
1089,6
636,2
214,9
1057,0
1909,3
1587,4
1241,6
1615,1
97,5
1146,8
616,7
1569,2
1333,6
710,9
1527,1
612,0
1118,3
1370,5
1523,7
184,8
656,4
726,2
1821,7
1377,6
1803,0
417,9
943,8
1643,1
1761,4
431,5
596,3
731,2
425,9
1440,5
682,8
1875,4
1800,0
1940,3
1043,1
1110,7
1436,6
120,2
1138,4
1978,3
1386,5
947,1
1947,2
384,6
1511,0
1743,7
1099,9
1418,8
305,9
611,4
1416,7
1995,3
1987,5
83,1
1538,6
1004,0
1588,8
1236,2
1641,9
1856,8
1903,3
1179,5
350,0
905,1
575,4
1210,7
1482,6
814,2
1181,7
1576,5
386,0
652,6
1914,4
628,1
309,8
1273,9
1497,3
1872,2
480,9
1475,6
1056,4
486,8
1300,0
133,5
209,7
545,1
585,3
1589,2
995,3
1433,1
1345,0
1299,7
1283,5
771,8
842,9
910,6
1196,4
801,2
962,9
1619,5
318,1
256,4
1798,0
1477,7
200,6
147,8
1687,3
1573,2
402,3
1650,1
1315,7
1669,0
454,9
1904,6
1555,4
1630,5
231,8
1049,2
365,9
1430,3
302,6
1128,5
1816,8
876,7
1563,1
1028,0
271,4
925,2
257,8
1613,7
4,9
859,1
1612,6
1802,3
1953,5
1276,4
481,0
749,2
811,7
398,8
967,9
204,6
1078,1
1187,5
581,0
1034,3
1368,4
1727,2
588,8
1442,1
1817,3
259,9
808,5
60,7
1703,6
130,0
31,4
1500,2
998,7
1415,5
433,9
1383,8
613,3
198,6
375,4
1961,1
1716,0
230,2
310,7
609,1
234,9
721,8
1015,5
1194,6
532,0
909,3
1040,4
1422,2
1826,3
1288,6
1869,8
1235,4
475,9
976,0
406,5
1823,7
1090,1
1058,2
1277,3
592,9
321,6
1447,1
1144,5
1661,8
288,7
1094,0
336,4
102,2
1254,7
1522,9
1106,6
565,1
1941,3
1719,5
961,0
144,8
1223,2
1623,4
514,8
1457,7
939,6
931,0
729,9
617,5
54,1
984,3
510,4
812,2
1943,3
1686,6
29,7
826,8
864,5
1161,4
1965,0
150,9
503,1
1787,2
621,1
1675,4
822,9
1051,5
960,7
1499,8
119,6
622,0
722,2
1843,3
105,6
233,0
1788,3
452,8
1973,5
1134,7
1890,1
1489,9
1867,2
1597,4
725,1
798,7
1381,8
261,5
228,9
713,6
953,0
1304,3
1618,2
789,4
1449,5
778,7
497,6
1825,8
106,0
1517,4
1745,9
1055,1
1886,3
359,2
1877,3
869,7
1156,9
1728,1
759,8
1231,5
1087,6
1896,0
146,4
193,2
1985,3
1064,5
1844,4
1092,0
1186,9
1260,6
1083,8
223,7
1476,1
502,2
1924,3
0,5
1124,6
978,8
985,9
926,7
70,0
240,4
904,1
211,2
301,0
1813,3
809,9
121,7
178,8
1561,5
574,4
1873,1
1029,6
1071,2
1339,9
438,8
68,4
1044,1
1346,7
435,5
647,6
1218,0
816,3
385,2
535,9
934,4
1804,1
1658,0
143,5
542,6
906,8
56,3
1473,7
1963,2
294,9
989,7
862,5
1681,6
277,1
1925,3
1350,0
1525,8
1783,2
945,4
1526,3
455,6
1566,5
618,8
873,7
1085,1
690,9
1479,0
224,4
311,2
1216,7
1069,4
217,8
1232,3
1755,5
1541,0
1316,9
956,1
818,6
582,2
708,7
86,0
1017,5
1808,9
528,4
831,1
1103,8
245,6
623,3
1203,2
1076,8
1336,0
1780,9
901,4
1437,7
26,1
1303,3
598,5
403,6
894,2
172,0
108,6
1584,1
1296,7
443,9
572,8
476,5
445,3
702,2
830,4
1215,8
861,9
1384,1
161,0
1062,3
1105,7
1949,6
75,5
530,4
790,2
1578,3
663,9
437,7
1183,6
1355,5
1842,8
1581,2
1467,1
1238,0
785,4
71,8
849,7
1423,5
1732,1
1308,9
705,6
1595,0
76,3
672,2
879,4
661,8
1340,7
1267,1
1898,4
1764,3
1979,0
1407,9
1966,5
1771,2
921,6
1768,1
1592,8
1173,6
1967,3
509,4
610,9
857,7
151,5
1956,0
1756,2
683,7
72,9
700,8
1125,6
1197,0
643,4
235,5
533,1
1976,3
1531,2
696,8
756,4
1772,0
134,7
1330,9
1625,6
1282,1
739,5
1952,3
25,2
